YrSold,HeatingQC,Street,YearRemodAdd,Heating,MasVnrType,BsmtUnfSF,Foundation,MasVnrArea,MSSubClass,ExterQual,Condition2,GarageCars,GarageType,OverallQual,TotalBsmtSF,BsmtFinSF1,HouseStyle,MiscFeature,MoSold
2009.0,TA,Pave,1962.0,GasA,BrkFace,0.0,CBlock,399.0,80.0,TA,Norm,2.0,Attchd,6.0,1362.0,672.0,SLvl,,5.0
2010.0,TA,Pave,1981.0,GasA,BrkFace,650.0,CBlock,130.0,60.0,TA,Norm,2.0,Attchd,6.0,650.0,0.0,2Story,,4.0
2009.0,Ex,Pave,2005.0,GasA,Stone,406.0,PConc,135.0,120.0,Gd,Norm,2.0,Attchd,6.0,1306.0,900.0,1Story,,8.0
2006.0,Gd,Pave,1987.0,GasA,BrkFace,92.0,CBlock,72.0,20.0,TA,Norm,2.0,Attchd,6.0,1112.0,980.0,1Story,,7.0
2008.0,Ex,Pave,1954.0,GasA,None,988.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,5.0,988.0,0.0,1Story,,2.0
2007.0,TA,Pave,2005.0,GasA,BrkFace,23.0,CBlock,82.0,80.0,TA,Norm,1.0,BuiltIn,5.0,372.0,349.0,SLvl,,12.0
2007.0,Ex,Pave,2002.0,GasA,BrkFace,422.0,CBlock,45.0,20.0,TA,Norm,1.0,Attchd,5.0,1010.0,588.0,1Story,,4.0
2008.0,TA,Pave,1997.0,GasA,None,384.0,CBlock,0.0,60.0,TA,Norm,2.0,Attchd,6.0,1522.0,956.0,2Story,,6.0
2006.0,Gd,Pave,1950.0,GasA,None,0.0,BrkTil,0.0,50.0,TA,Norm,1.0,Attchd,6.0,617.0,617.0,1.5Fin,,5.0
2007.0,TA,Pave,1983.0,GasA,None,748.0,PConc,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1084.0,336.0,1Story,,6.0
2009.0,Ex,Pave,2009.0,GasA,None,55.0,CBlock,0.0,50.0,Gd,Norm,2.0,BuiltIn,8.0,1496.0,1441.0,1.5Fin,,9.0
2006.0,Gd,Pave,1992.0,GasA,BrkFace,570.0,CBlock,143.0,80.0,TA,Norm,2.0,Attchd,7.0,570.0,0.0,SLvl,,9.0
2006.0,TA,Pave,1950.0,GasA,None,648.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,6.0,648.0,0.0,1.5Fin,,10.0
2010.0,Ex,Pave,2008.0,GasA,Stone,486.0,PConc,200.0,20.0,Gd,Norm,3.0,Attchd,8.0,1704.0,1218.0,1Story,,5.0
2009.0,Ex,Pave,1950.0,GasA,None,599.0,CBlock,0.0,30.0,TA,Norm,2.0,Detchd,4.0,861.0,262.0,1Story,,3.0
2007.0,Gd,Pave,1968.0,GasA,BrkFace,143.0,CBlock,365.0,60.0,Gd,Norm,2.0,Attchd,6.0,702.0,384.0,2Story,,6.0
2008.0,TA,Pave,1970.0,GasA,BrkFace,162.0,CBlock,127.0,160.0,TA,Norm,1.0,Detchd,6.0,483.0,321.0,2Story,,9.0
2006.0,Ex,Pave,2006.0,GasA,Stone,515.0,PConc,84.0,20.0,Gd,Norm,2.0,Attchd,7.0,1199.0,684.0,1Story,,7.0
2007.0,Ex,Pave,2007.0,GasA,BrkFace,1258.0,PConc,72.0,120.0,Gd,Norm,3.0,Attchd,7.0,1258.0,0.0,1Story,,2.0
2006.0,Ex,Pave,2004.0,GasA,BrkFace,186.0,PConc,169.0,120.0,Gd,Norm,2.0,Attchd,6.0,848.0,662.0,1Story,,5.0
2009.0,Ex,Pave,1995.0,GasA,None,244.0,PConc,0.0,20.0,TA,Norm,2.0,Detchd,5.0,990.0,746.0,1Story,,5.0
2008.0,Gd,Pave,2006.0,GasA,BrkFace,300.0,CBlock,84.0,80.0,TA,Norm,1.0,Basment,6.0,1019.0,719.0,SLvl,,5.0
2010.0,Ex,Pave,2004.0,GasA,BrkFace,1515.0,PConc,168.0,20.0,Gd,Norm,2.0,Attchd,7.0,1517.0,2.0,1Story,,3.0
2006.0,Ex,Pave,1996.0,GasA,None,572.0,PConc,0.0,85.0,Gd,Norm,2.0,Detchd,5.0,870.0,298.0,SFoyer,,7.0
2006.0,Gd,Pave,1991.0,GasA,None,504.0,PConc,0.0,50.0,TA,Feedr,2.0,Attchd,5.0,504.0,0.0,1.5Fin,,6.0
2006.0,TA,Pave,1984.0,GasA,None,184.0,CBlock,0.0,80.0,TA,Norm,2.0,Detchd,6.0,1003.0,819.0,SLvl,,3.0
2009.0,TA,Pave,1970.0,GasA,None,121.0,CBlock,0.0,180.0,TA,Norm,1.0,Attchd,4.0,630.0,509.0,SFoyer,,4.0
2007.0,Ex,Pave,1958.0,GasA,BrkFace,81.0,CBlock,63.0,80.0,TA,Norm,1.0,Attchd,6.0,588.0,507.0,SLvl,,6.0
2008.0,Ex,Pave,1962.0,GasA,BrkFace,539.0,CBlock,318.0,60.0,TA,Norm,2.0,Attchd,6.0,858.0,319.0,2Story,,3.0
2007.0,Ex,Pave,1971.0,GasA,BrkFace,294.0,CBlock,376.0,160.0,TA,Norm,2.0,Detchd,5.0,765.0,471.0,2Story,,8.0
2009.0,TA,Pave,1965.0,GasA,None,525.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,1029.0,504.0,1Story,,5.0
2008.0,Gd,Pave,1989.0,GasA,None,461.0,PConc,0.0,120.0,Gd,Norm,2.0,Attchd,8.0,1228.0,767.0,1Story,,10.0
2008.0,Ex,Pave,1955.0,GasA,None,212.0,CBlock,0.0,30.0,TA,Norm,1.0,Detchd,5.0,740.0,403.0,1Story,,2.0
2009.0,TA,Pave,1978.0,GasA,BrkFace,424.0,CBlock,136.0,20.0,TA,Norm,0.0,,5.0,1040.0,616.0,1Story,,8.0
2006.0,Gd,Pave,1995.0,GasA,None,686.0,PConc,0.0,190.0,TA,Norm,0.0,,5.0,686.0,0.0,2Story,,7.0
2009.0,TA,Pave,1969.0,GasA,BrkFace,748.0,CBlock,368.0,90.0,TA,Norm,4.0,Detchd,5.0,1248.0,500.0,2Story,,8.0
2006.0,TA,Pave,1964.0,GasA,BrkFace,698.0,CBlock,425.0,20.0,TA,Norm,1.0,Attchd,6.0,1251.0,553.0,1Story,Shed,3.0
2009.0,Ex,Pave,2000.0,GasA,BrkFace,536.0,PConc,204.0,60.0,Gd,Norm,3.0,Attchd,9.0,1440.0,904.0,2Story,,5.0
2006.0,Ex,Pave,2002.0,GasA,BrkFace,1753.0,PConc,178.0,20.0,Gd,Norm,3.0,Attchd,8.0,1753.0,0.0,1Story,,8.0
2008.0,TA,Pave,1950.0,GasA,None,823.0,BrkTil,0.0,30.0,TA,Norm,0.0,,3.0,864.0,41.0,1Story,,9.0
2008.0,Ex,Pave,2004.0,GasA,None,468.0,PConc,0.0,20.0,TA,Norm,2.0,Detchd,5.0,1114.0,646.0,1Story,,6.0
2007.0,Ex,Pave,2000.0,GasA,None,298.0,PConc,0.0,120.0,Gd,Norm,2.0,Attchd,8.0,1494.0,1196.0,1Story,,8.0
2009.0,Fa,Pave,1950.0,Wall,None,0.0,Slab,0.0,90.0,TA,Norm,2.0,Detchd,3.0,0.0,0.0,1Story,,6.0
2008.0,Gd,Pave,1950.0,GasA,None,0.0,BrkTil,0.0,45.0,TA,Norm,0.0,,5.0,784.0,784.0,1.5Unf,,5.0
2006.0,Gd,Pave,1987.0,GasA,None,32.0,CBlock,0.0,20.0,Gd,Norm,3.0,Attchd,9.0,1842.0,1810.0,1Story,,11.0
2007.0,TA,Pave,1979.0,GasA,BrkCmn,111.0,CBlock,113.0,60.0,TA,Norm,2.0,CarPort,6.0,1021.0,187.0,2Story,,8.0
2009.0,TA,Pave,1977.0,GasA,BrkFace,564.0,CBlock,209.0,20.0,TA,Norm,2.0,Attchd,7.0,1386.0,822.0,1Story,,4.0
2007.0,Ex,Pave,1987.0,GasA,BrkFace,0.0,CBlock,172.0,60.0,Gd,Norm,2.0,Attchd,7.0,1502.0,28.0,2Story,,8.0
2007.0,Ex,Pave,2006.0,GasA,None,1632.0,PConc,0.0,20.0,Gd,Norm,3.0,Attchd,8.0,1656.0,24.0,1Story,,7.0
2008.0,Gd,Pave,1972.0,GasA,None,135.0,CBlock,0.0,180.0,TA,Norm,0.0,,4.0,630.0,495.0,SFoyer,,6.0
2009.0,TA,Pave,1980.0,GasA,BrkFace,336.0,CBlock,225.0,80.0,TA,Norm,2.0,Attchd,7.0,1372.0,1036.0,SLvl,,6.0
2009.0,Gd,Pave,1968.0,GasA,BrkFace,1392.0,CBlock,216.0,20.0,TA,Norm,2.0,Attchd,6.0,1392.0,0.0,1Story,,7.0
2006.0,Gd,Pave,2003.0,GasA,None,485.0,CBlock,0.0,50.0,TA,Norm,1.0,Attchd,6.0,485.0,0.0,1.5Fin,,6.0
2006.0,Ex,Pave,1972.0,GasA,None,504.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,864.0,360.0,1Story,,6.0
2006.0,Ex,Pave,2005.0,GasA,BrkFace,1346.0,PConc,145.0,120.0,Gd,Norm,2.0,Attchd,7.0,1362.0,16.0,1Story,,4.0
2008.0,Ex,Pave,2004.0,GasA,BrkFace,132.0,PConc,292.0,60.0,Gd,Norm,3.0,BuiltIn,7.0,998.0,866.0,2Story,,8.0
2006.0,Ex,Pave,2000.0,GasA,BrkFace,1406.0,PConc,40.0,60.0,Gd,Norm,2.0,Attchd,8.0,1406.0,0.0,2Story,,11.0
2010.0,Ex,Pave,2002.0,GasA,None,557.0,CBlock,0.0,20.0,Gd,Norm,2.0,Attchd,6.0,1517.0,247.0,1Story,,6.0
2006.0,TA,Pave,1994.0,GasA,None,447.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,912.0,465.0,1Story,,6.0
2009.0,TA,Pave,1976.0,GasA,BrkFace,1090.0,CBlock,189.0,20.0,TA,Norm,2.0,Attchd,7.0,1090.0,0.0,1Story,,6.0
2006.0,Fa,Pave,1950.0,Wall,BrkFace,0.0,Slab,340.0,90.0,TA,Norm,2.0,Detchd,3.0,0.0,0.0,1Story,,5.0
2009.0,Ex,Pave,2007.0,GasA,None,0.0,PConc,0.0,70.0,Gd,Norm,2.0,Detchd,7.0,560.0,350.0,2Story,,4.0
2010.0,TA,Pave,1971.0,GasA,None,432.0,CBlock,0.0,20.0,TA,Norm,0.0,,4.0,864.0,432.0,1Story,,4.0
2008.0,Ex,Pave,2006.0,GasA,None,1099.0,PConc,0.0,20.0,TA,Norm,1.0,Attchd,5.0,1099.0,0.0,1Story,,6.0
2009.0,Ex,Pave,1994.0,GasA,None,378.0,PConc,0.0,60.0,Gd,Norm,2.0,BuiltIn,7.0,973.0,595.0,2Story,,1.0
2009.0,Ex,Pave,1950.0,GasA,None,780.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,6.0,780.0,0.0,1.5Fin,,5.0
2009.0,TA,Pave,1974.0,GasA,None,896.0,CBlock,0.0,90.0,TA,Norm,0.0,,5.0,896.0,0.0,2Story,,9.0
2006.0,Ex,Pave,2000.0,GasA,None,418.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,833.0,415.0,1Story,,8.0
2008.0,TA,Pave,1955.0,GasA,None,0.0,PConc,0.0,90.0,TA,Norm,0.0,,4.0,0.0,0.0,1Story,,6.0
2009.0,Ex,Pave,1960.0,GasA,BrkFace,208.0,CBlock,30.0,20.0,TA,Norm,2.0,Attchd,6.0,1478.0,1270.0,1Story,,12.0
2009.0,TA,Pave,1950.0,GasA,None,408.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,720.0,312.0,1.5Fin,,4.0
2009.0,Ex,Pave,1999.0,GasA,None,841.0,PConc,0.0,60.0,TA,Norm,2.0,BuiltIn,6.0,841.0,0.0,2Story,,6.0
2006.0,Ex,Pave,2002.0,GasA,BrkFace,936.0,PConc,144.0,60.0,Gd,Norm,2.0,Attchd,7.0,936.0,0.0,2Story,,2.0
2008.0,Ex,Pave,2002.0,GasA,BrkFace,434.0,PConc,162.0,60.0,Gd,Norm,2.0,Attchd,7.0,920.0,486.0,2Story,,9.0
2007.0,Ex,Pave,1976.0,GasA,None,284.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1262.0,978.0,1Story,,5.0
2007.0,Ex,Pave,1986.0,GasA,None,1074.0,CBlock,0.0,120.0,Gd,Norm,2.0,Attchd,8.0,1074.0,0.0,1Story,,10.0
2009.0,Gd,Pave,1984.0,GasA,None,184.0,CBlock,0.0,120.0,Gd,Norm,2.0,Attchd,8.0,1220.0,1036.0,1Story,,8.0
2008.0,Ex,Pave,2004.0,GasA,None,280.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,770.0,490.0,2Story,,9.0
2009.0,Ex,Pave,1950.0,GasA,None,300.0,BrkTil,0.0,50.0,Gd,Norm,1.0,Detchd,5.0,728.0,428.0,1.5Fin,,6.0
2009.0,Ex,Pave,1999.0,GasA,None,871.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1431.0,560.0,1Story,,9.0
2007.0,Ex,Pave,1987.0,GasA,BrkFace,331.0,CBlock,85.0,20.0,TA,Norm,2.0,Attchd,6.0,1144.0,594.0,1Story,,6.0
2006.0,Gd,Pave,2006.0,GasA,None,1095.0,PConc,0.0,60.0,Gd,Norm,3.0,Attchd,8.0,1095.0,0.0,2Story,,8.0
2009.0,Ex,Pave,1950.0,GasA,None,864.0,PConc,0.0,30.0,TA,Norm,0.0,,5.0,864.0,0.0,1Story,,7.0
2006.0,Ex,Pave,2006.0,GasA,BrkFace,1410.0,PConc,1031.0,60.0,Ex,Norm,3.0,BuiltIn,10.0,1410.0,0.0,2Story,,10.0
2009.0,Ex,Pave,2009.0,GasA,Stone,364.0,PConc,72.0,20.0,Gd,Norm,2.0,Attchd,8.0,1300.0,936.0,1Story,,9.0
2006.0,Ex,Pave,2005.0,GasA,None,1836.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1860.0,24.0,1Story,,10.0
2007.0,Gd,Pave,1997.0,GasA,None,357.0,CBlock,0.0,30.0,TA,Norm,0.0,,5.0,686.0,329.0,1Story,,8.0
2009.0,Ex,Pave,2007.0,GasA,BrkFace,398.0,PConc,130.0,120.0,Gd,Norm,3.0,Attchd,7.0,1386.0,988.0,1Story,,5.0
2010.0,Ex,Pave,2003.0,GasA,BrkFace,234.0,PConc,603.0,60.0,Ex,Norm,3.0,BuiltIn,8.0,1650.0,1416.0,2Story,,6.0
2008.0,Ex,Pave,2008.0,GasA,Stone,466.0,PConc,796.0,60.0,Ex,Norm,2.0,Attchd,10.0,6110.0,5644.0,2Story,,1.0
2009.0,Ex,Pave,2000.0,GasA,BrkFace,321.0,PConc,456.0,160.0,Gd,Norm,2.0,Attchd,8.0,970.0,649.0,2Story,,8.0
2009.0,TA,Pave,1950.0,GasA,None,755.0,CBlock,0.0,70.0,TA,Norm,1.0,Detchd,4.0,755.0,0.0,2Story,,10.0
2008.0,Ex,Pave,1954.0,GasA,BrkFace,1050.0,BrkTil,335.0,50.0,TA,Norm,1.0,Attchd,5.0,1050.0,0.0,1.5Fin,,11.0
2008.0,TA,Pave,2000.0,GasA,None,0.0,BrkTil,0.0,190.0,TA,Norm,0.0,,4.0,0.0,0.0,2Story,,8.0
2008.0,Ex,Pave,2008.0,GasA,BrkFace,442.0,PConc,816.0,20.0,Ex,PosN,3.0,Attchd,10.0,2078.0,1636.0,1Story,,6.0
2009.0,Ex,Pave,2009.0,GasA,Stone,645.0,PConc,162.0,20.0,Ex,Norm,3.0,Attchd,9.0,1766.0,1121.0,1Story,,10.0
2009.0,Gd,Pave,1995.0,GasA,None,542.0,CBlock,0.0,80.0,Gd,Norm,2.0,Attchd,8.0,1952.0,1410.0,SLvl,,7.0
2008.0,Fa,Pave,1950.0,GasA,None,520.0,BrkTil,0.0,30.0,TA,RRNn,1.0,Detchd,4.0,520.0,0.0,1Story,,5.0
2006.0,Gd,Pave,1987.0,GasA,None,794.0,CBlock,0.0,50.0,Gd,Norm,1.0,Attchd,7.0,1017.0,223.0,1.5Fin,,6.0
2010.0,Ex,Pave,2008.0,GasA,Stone,1694.0,PConc,72.0,20.0,Gd,Norm,3.0,Attchd,8.0,1694.0,0.0,1Story,,2.0
2007.0,Gd,Pave,1994.0,GasA,None,702.0,PConc,0.0,50.0,TA,Norm,1.0,Detchd,5.0,702.0,0.0,1.5Fin,,7.0
2009.0,Ex,Pave,2004.0,GasA,None,1276.0,BrkTil,0.0,70.0,Gd,Norm,1.0,Detchd,7.0,1276.0,0.0,2Story,,6.0
2008.0,Gd,Pave,1982.0,GasA,None,484.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,883.0,399.0,1.5Fin,,7.0
2009.0,TA,Pave,1998.0,GasA,None,1362.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1362.0,0.0,1Story,,1.0
2009.0,Ex,Pave,1950.0,GasA,None,755.0,CBlock,0.0,75.0,TA,Norm,0.0,,6.0,755.0,0.0,2.5Fin,,7.0
2010.0,Ex,Pave,2004.0,GasA,None,300.0,PConc,0.0,60.0,Gd,Norm,2.0,BuiltIn,7.0,956.0,656.0,2Story,,1.0
2010.0,Gd,Pave,2005.0,GasA,None,132.0,Wood,0.0,50.0,Gd,Norm,2.0,Basment,8.0,559.0,427.0,1.5Fin,,6.0
2007.0,TA,Pave,1984.0,GasA,None,390.0,CBlock,0.0,70.0,TA,Norm,1.0,Attchd,7.0,800.0,410.0,2Story,,7.0
2006.0,Ex,Pave,2005.0,GasA,None,847.0,PConc,0.0,60.0,Gd,Norm,2.0,BuiltIn,7.0,847.0,0.0,2Story,,9.0
2006.0,Gd,Pave,1950.0,GasA,None,0.0,CBlock,0.0,50.0,TA,Norm,1.0,CarPort,4.0,637.0,637.0,1.5Fin,,9.0
2006.0,TA,Pave,1972.0,GasA,None,0.0,PConc,0.0,20.0,TA,Norm,2.0,Attchd,5.0,894.0,894.0,1Story,,7.0
2006.0,Ex,Pave,2005.0,GasA,BrkFace,533.0,PConc,66.0,20.0,Gd,Norm,3.0,Attchd,9.0,1980.0,1447.0,1Story,,9.0
2009.0,Fa,Pave,1950.0,GasA,None,224.0,CBlock,0.0,70.0,TA,Norm,1.0,Attchd,6.0,771.0,547.0,2Story,,11.0
2008.0,TA,Pave,1950.0,GasA,None,333.0,CBlock,0.0,50.0,TA,Norm,1.0,Attchd,5.0,913.0,580.0,1.5Fin,,4.0
2006.0,Ex,Pave,2006.0,GasA,None,1286.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1286.0,0.0,1Story,,7.0
2006.0,TA,Pave,1951.0,GasA,BrkFace,1380.0,CBlock,44.0,20.0,TA,Norm,2.0,Detchd,5.0,2136.0,756.0,1Story,,10.0
2006.0,Gd,Pave,1972.0,GasA,BrkFace,355.0,CBlock,281.0,160.0,TA,Norm,1.0,Detchd,6.0,672.0,317.0,2Story,,5.0
2008.0,Ex,Pave,1993.0,GasA,None,100.0,PConc,0.0,120.0,Gd,Norm,2.0,Attchd,8.0,1719.0,1619.0,1Story,,5.0
2009.0,Ex,Pave,2008.0,GasA,Stone,788.0,PConc,200.0,20.0,Ex,Norm,3.0,Attchd,10.0,3094.0,1767.0,1Story,,4.0
2007.0,TA,Pave,1950.0,GasW,None,0.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,6.0,714.0,168.0,1.5Fin,,8.0
2009.0,Gd,Pave,1950.0,GasA,None,140.0,CBlock,0.0,30.0,Fa,Norm,0.0,,4.0,420.0,280.0,1Story,,12.0
2007.0,TA,Pave,1996.0,GasA,None,530.0,BrkTil,0.0,75.0,TA,Norm,1.0,Detchd,5.0,530.0,0.0,2.5Unf,,3.0
2007.0,Ex,Pave,2007.0,GasA,BrkFace,1774.0,PConc,452.0,20.0,Ex,Norm,3.0,Attchd,9.0,1822.0,48.0,1Story,,7.0
2009.0,Gd,Pave,1962.0,GasA,None,894.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,894.0,0.0,1Story,,8.0
2009.0,Ex,Pave,2006.0,GasA,None,163.0,BrkTil,0.0,30.0,TA,Norm,2.0,Detchd,5.0,876.0,713.0,1Story,,8.0
2008.0,Ex,Pave,2002.0,GasA,BrkFace,350.0,PConc,148.0,20.0,Gd,Norm,3.0,Attchd,8.0,1568.0,1218.0,1Story,,7.0
2006.0,Ex,Pave,2002.0,GasA,BrkFace,1541.0,PConc,150.0,20.0,Gd,Norm,3.0,Attchd,7.0,1541.0,0.0,1Story,,1.0
2009.0,Ex,Pave,2005.0,GasA,None,811.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1221.0,410.0,1Story,,10.0
2006.0,Ex,Pave,1965.0,GasA,BrkFace,445.0,CBlock,101.0,20.0,TA,Norm,2.0,Attchd,6.0,1088.0,643.0,1Story,,12.0
2010.0,Ex,Pave,1999.0,GasA,None,92.0,PConc,0.0,160.0,Gd,Norm,2.0,Detchd,7.0,696.0,604.0,2Story,,5.0
2009.0,TA,Pave,1973.0,GasA,None,0.0,CBlock,0.0,180.0,TA,Norm,1.0,BuiltIn,4.0,462.0,462.0,SLvl,,11.0
2007.0,Ex,Pave,1950.0,GasA,None,360.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,6.0,735.0,375.0,1.5Fin,,3.0
2008.0,Ex,Pave,2004.0,GasA,Stone,746.0,PConc,92.0,60.0,Gd,Norm,2.0,BuiltIn,7.0,746.0,0.0,2Story,,7.0
2007.0,Ex,Pave,2006.0,GasA,Stone,1342.0,PConc,256.0,120.0,Gd,Norm,2.0,Attchd,6.0,1362.0,20.0,1Story,,6.0
2010.0,TA,Pave,1966.0,GasA,BrkFace,756.0,CBlock,351.0,60.0,TA,Norm,2.0,Attchd,6.0,756.0,0.0,2Story,,6.0
2006.0,Ex,Pave,1954.0,GasA,None,1367.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,6.0,1367.0,0.0,1Story,,6.0
2008.0,Ex,Pave,2005.0,GasA,None,172.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,5.0,924.0,144.0,1Story,,5.0
2007.0,Ex,Pave,1978.0,GasA,None,289.0,PConc,0.0,80.0,TA,Norm,2.0,Attchd,5.0,1360.0,680.0,SLvl,,6.0
2007.0,Ex,Pave,2007.0,GasA,None,728.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,728.0,0.0,2Story,,7.0
2009.0,Ex,Pave,1991.0,GasA,None,577.0,PConc,0.0,80.0,TA,Norm,2.0,Attchd,7.0,1188.0,611.0,SLvl,,6.0
2006.0,TA,Pave,1950.0,GasA,None,0.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,5.0,0.0,0.0,1Story,,6.0
2009.0,Ex,Pave,2009.0,GasA,Stone,318.0,PConc,76.0,160.0,Gd,Norm,2.0,Detchd,6.0,612.0,294.0,2Story,,6.0
2008.0,Gd,Pave,1950.0,GasA,None,952.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,7.0,952.0,0.0,1.5Fin,,4.0
2008.0,Ex,Pave,1950.0,GasA,None,229.0,BrkTil,0.0,50.0,TA,Norm,1.0,Detchd,5.0,861.0,241.0,1.5Fin,,4.0
2006.0,Ex,Pave,1995.0,GasA,None,803.0,CBlock,0.0,50.0,TA,Norm,1.0,Detchd,5.0,803.0,0.0,1.5Fin,,7.0
2008.0,Ex,Pave,2004.0,GasA,BrkFace,151.0,PConc,147.0,120.0,Gd,Norm,2.0,Attchd,6.0,848.0,697.0,1Story,,5.0
2008.0,Ex,Pave,2003.0,GasA,Stone,611.0,PConc,226.0,60.0,Gd,Norm,3.0,Attchd,8.0,1482.0,871.0,2Story,,8.0
2006.0,TA,Pave,1951.0,GasA,None,0.0,CBlock,0.0,20.0,TA,Norm,2.0,Detchd,4.0,836.0,836.0,1Story,,4.0
2006.0,Ex,Pave,2004.0,GasA,BrkFace,1375.0,PConc,18.0,120.0,Gd,Norm,2.0,Attchd,7.0,1375.0,0.0,1Story,,5.0
2008.0,Fa,Pave,1950.0,OthW,None,416.0,BrkTil,0.0,75.0,TA,Norm,2.0,Detchd,6.0,735.0,319.0,2.5Unf,,4.0
2008.0,Gd,Pave,1998.0,GasA,None,901.0,BrkTil,0.0,50.0,TA,Norm,0.0,,6.0,901.0,0.0,1.5Fin,,9.0
2009.0,Ex,Pave,2000.0,GasA,None,343.0,PConc,0.0,120.0,Gd,Norm,2.0,Attchd,8.0,1501.0,1158.0,1Story,,10.0
2007.0,TA,Pave,1950.0,GasA,None,1012.0,BrkTil,0.0,30.0,TA,Norm,1.0,Detchd,6.0,1012.0,0.0,1Story,,5.0
2009.0,Ex,Pave,1970.0,GasA,None,301.0,BrkTil,0.0,75.0,TA,Norm,2.0,Basment,7.0,824.0,523.0,2.5Fin,,8.0
2010.0,Gd,Pave,1996.0,GasA,None,360.0,BrkTil,0.0,190.0,TA,Norm,2.0,Detchd,5.0,360.0,0.0,2Story,,5.0
2007.0,Ex,Pave,2001.0,GasA,None,319.0,PConc,0.0,60.0,Gd,Norm,2.0,Attchd,7.0,1057.0,738.0,2Story,,5.0
2006.0,Gd,Pave,1976.0,GasA,None,428.0,CBlock,0.0,80.0,TA,Norm,2.0,Detchd,5.0,911.0,483.0,SLvl,,7.0
2009.0,Ex,Pave,2006.0,GasA,BrkFace,578.0,PConc,584.0,20.0,Ex,Norm,3.0,Attchd,9.0,1838.0,1260.0,1Story,,3.0
2008.0,Ex,Pave,2006.0,GasA,BrkFace,568.0,CBlock,72.0,20.0,Gd,Norm,2.0,Detchd,6.0,1296.0,728.0,1Story,,11.0
2009.0,TA,Pave,1959.0,GasA,None,0.0,CBlock,0.0,20.0,TA,Norm,1.0,Attchd,5.0,1148.0,1148.0,1Story,,7.0
2007.0,TA,Pave,1971.0,GasA,None,251.0,CBlock,0.0,20.0,TA,Norm,1.0,Detchd,5.0,950.0,412.0,1Story,,7.0
2006.0,Ex,Pave,1994.0,GasA,BrkFace,397.0,PConc,125.0,60.0,Gd,Norm,2.0,Attchd,8.0,777.0,380.0,2Story,,9.0
2007.0,Ex,Pave,1950.0,GasA,None,765.0,BrkTil,0.0,50.0,TA,Norm,2.0,Detchd,6.0,1065.0,300.0,1.5Fin,,5.0
2007.0,Ex,Pave,2007.0,GasA,None,1316.0,PConc,0.0,20.0,Gd,Norm,2.0,Attchd,7.0,1316.0,0.0,1Story,,10.0
2009.0,TA,Pave,1970.0,GasA,BrkFace,1442.0,CBlock,571.0,20.0,TA,Norm,2.0,Attchd,6.0,1442.0,0.0,1Story,,2.0
2010.0,Ex,Pave,2008.0,GasA,None,344.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,5.0,1078.0,734.0,1Story,,4.0
2007.0,TA,Pave,1961.0,GasA,None,108.0,CBlock,0.0,20.0,TA,Norm,2.0,Attchd,4.0,1040.0,932.0,1Story,Shed,5.0
2009.0,Ex,Pave,2002.0,GasA,None,55.0,PConc,0.0,80.0,Gd,Norm,2.0,BuiltIn,8.0,408.0,353.0,SLvl,,3.0
2009.0,Gd,Pave,1992.0,GasA,None,651.0,CBlock,0.0,60.0,TA,Norm,1.0,Detchd,7.0,651.0,0.0,2Story,,9.0
2010.0,TA,Pave,1954.0,GasA,Stone,412.0,CBlock,110.0,20.0,TA,Norm,1.0,Attchd,5.0,1056.0,354.0,1Story,,2.0
2006.0,Ex,Pave,2004.0,GasA,BrkFace,225.0,PConc,562.0,20.0,Gd,Norm,3.0,Attchd,9.0,1792.0,1567.0,1Story,,8.0
2006.0,Ex,Pave,1998.0,GasA,BrkFace,319.0,PConc,116.0,120.0,TA,Norm,2.0,Attchd,6.0,1216.0,897.0,1Story,,5.0
